pr_id,path,status,after_fetched,before_fetched,license_path
3219880512,autogpt_platform/CLAUDE.md,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/autogpt_libs/poetry.lock,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/autogpt_libs/pyproject.toml,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/.env.example,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/TEST_DATA_README.md,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/__init__.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/agent.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/ai_shortform_video_block.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/apollo/_api.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/apollo/models.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/apollo/organization.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/apollo/people.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/apollo/person.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/basic.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/branching.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/data_manipulation.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/exa/_auth.py,removed,n/a_removed,False,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/exa/_config.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/exa/_webhook.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/exa/answers.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/exa/contents.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/exa/helpers.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/exa/search.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/exa/similar.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/exa/webhook_blocks.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/exa/websets.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/generic_webhook/__init__.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/generic_webhook/_webhook.py,renamed,True,skipped_renamed_path_unknown,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/generic_webhook/triggers.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/github/issues.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/github/pull_requests.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/github/repo.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/google/sheets.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/http.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/linear/__init__.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/linear/_api.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/linear/_config.py,renamed,True,skipped_renamed_path_unknown,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/linear/_oauth.py,renamed,True,skipped_renamed_path_unknown,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/linear/comment.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/linear/issues.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/linear/models.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/linear/projects.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/llm.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/mem0.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/persistence.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/reddit.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/rss.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/smart_decision_maker.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/smartlead/campaign.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/test/test_block.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/test/test_http.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/test/test_smart_decision_maker.py,renamed,True,skipped_renamed_path_unknown,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/blocks/zerobounce/validate_emails.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/check_db.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/check_store_data.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/conftest.py,renamed,True,skipped_renamed_path_unknown,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/data/__init__.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/data/block.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/data/block_cost_config.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/data/credit_test.py,renamed,True,skipped_renamed_path_unknown,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/data/db.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/data/event_bus.py,renamed,True,skipped_renamed_path_unknown,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/data/execution.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/data/graph.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/data/graph_test.py,renamed,True,skipped_renamed_path_unknown,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/data/integrations.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/data/model.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/data/model_test.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/data/redis_client.py,renamed,True,skipped_renamed_path_unknown,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/executor/database.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/executor/manager.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/executor/manager_test.py,renamed,True,skipped_renamed_path_unknown,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/executor/scheduler.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/executor/scheduler_test.py,renamed,True,skipped_renamed_path_unknown,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/executor/util_test.py,renamed,True,skipped_renamed_path_unknown,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/executor/utils.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/integrations/credentials_store.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/integrations/creds_manager.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/integrations/oauth/__init__.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/integrations/oauth/base.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/integrations/providers.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/integrations/webhooks/__init__.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/monitoring/__init__.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/monitoring/block_error_monitor.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/monitoring/late_execution_monitor.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/monitoring/notification_monitor.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/sdk/__init__.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/sdk/builder.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/sdk/cost_integration.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/sdk/provider.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/sdk/registry.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/server/conn_manager_test.py,renamed,True,skipped_renamed_path_unknown,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/server/external/routes/v1.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/server/integrations/models.py,added,True,n/a_added,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/server/integrations/router.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/server/rest_api.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/server/routers/analytics.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/server/routers/analytics_improved_test.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/server/routers/analytics_parametrized_test.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/server/routers/v1.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/server/routers/v1_test.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
3219880512,autogpt_platform/backend/backend/server/test_fixtures.py,modified,True,True,C:\Users\Alessandro\Desktop\Tesi\Tirocinio\tesi-setup\data\licenses\Significant-Gravitas__AutoGPT\LICENSE
